similarity_sc,levenshtein_sc,similarity_LSTM,levenshtein_LSTM,similarity_markov,levenshtein_markov,similarity_markov_2,levenshtein_markov_2
0.5961538461538461,19,0.8163265306122449,15,0.68,18,0.44776119402985076,33
0.5857988165680473,51,0.7834394904458599,31,0.691358024691358,44,0.575,106
0.6571428571428571,41,0.8095238095238095,26,0.8225806451612904,34,0.6049382716049383,47
0.6373626373626373,33,0.8953488372093024,18,0.7906976744186046,26,0.8795180722891566,21
0.5081967213114754,31,0.5569620253164557,42,0.7962962962962963,20,0.4473684210526316,34
0.45,54,0.5434782608695652,50,0.5138888888888888,46,0.5227272727272727,59
0.47058823529411764,65,0.6707317073170732,52,0.5609756097560976,61,0.5609756097560976,61
0.5569620253164557,47,0.7402597402597403,28,0.5714285714285714,49,0.5154639175257731,52
0.6388888888888888,29,0.7638888888888888,26,0.6575342465753424,31,0.6282051282051282,32
0.8026315789473685,18,0.6419753086419753,30,0.8289473684210527,17,0.46875,46
0.4473684210526316,56,0.8333333333333334,22,0.8166666666666667,27,0.5679012345679012,82
0.5,49,0.7611940298507462,27,0.5797101449275363,42,0.5657894736842105,47
0.3488372093023256,59,0.8688524590163934,19,0.6756756756756757,34,0.6933333333333334,32
0.5961538461538461,22,0.6938775510204082,15,0.673469387755102,17,0.6938775510204082,18
0.68,78,0.7666666666666667,55,0.7142857142857143,72,0.5955056179775281,102
0.6666666666666666,51,0.7156862745098039,47,0.5925925925925926,56,0.6697247706422018,38
